"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","date","time"
"1490",1490,"@nxcare Ticket twice as expensive as Megabus. Megabus here I come. Usually always Nat Exp. Roll on when I'm not reliant on these services.",FALSE,0,"nxcare","2016-04-21 06:17:00",FALSE,NA,723032942763715968,497849712,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lee1968fre",0,FALSE,FALSE,NA,NA,"04/21/16","06:17"
"1491",1491,"RT @TonightOnGIRLS: Hannah cuts herself breaking the glass ceiling; Marnie enters Chrysalis; Adam makes lightsabers from oak; Jessa hijacks‰Û_",FALSE,0,NA,"2016-04-21 05:34:00",FALSE,NA,723022074516643072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Andyzach",40,TRUE,FALSE,NA,NA,"04/21/16","05:34"
"1492",1492,"RT @TonightOnGIRLS: Hannah cuts herself breaking the glass ceiling; Marnie enters Chrysalis; Adam makes lightsabers from oak; Jessa hijacks‰Û_",FALSE,0,NA,"2016-04-21 05:29:00",FALSE,NA,723020709463612928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JRichardKelly",40,TRUE,FALSE,NA,NA,"04/21/16","05:29"
"1493",1493,"sitting next to 3 boys on the megabus talking about screenshotting girls nudes lol",FALSE,1,NA,"2016-04-21 05:19:00",FALSE,NA,723018195464915968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaisyGuzman27",0,FALSE,FALSE,NA,NA,"04/21/16","05:19"
"1494",1494,"@bockobornos @seaofsparks i can get to nebraska by megabus B)",FALSE,2,"bockobornos","2016-04-21 05:10:00",FALSE,7.23e+17,723016109226512000,2300465610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rearviewdotmp3",0,FALSE,FALSE,NA,NA,"04/21/16","05:10"
"1495",1495,"I'm on greyhound/megabus like every other day. What a life.",FALSE,1,NA,"2016-04-21 04:28:00",FALSE,NA,723005408810508032,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Saladin_WhiteII",0,FALSE,FALSE,NA,NA,"04/21/16","04:28"
"1496",1496,"Megabus has a tumblr. What. https://t.co/6CrlwymSdg",FALSE,1,NA,"2016-04-21 04:18:00",FALSE,NA,723002999270988928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kenfarnaso",0,FALSE,FALSE,NA,NA,"04/21/16","04:18"
"1497",1497,"I'm so trash I only know the Javits as the jernt across from the Megabus pickup. And I let the cartoon Megabus mascot pick me up FREQUENTLY.",FALSE,0,NA,"2016-04-21 03:49:00",FALSE,NA,722995678289497856,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","AmoebaStampede",0,FALSE,FALSE,NA,NA,"04/21/16","03:49"
"1498",1498,"How you a soul snatcher and ain't nobody ever hopped on a 17 hour megabus for your sex? How?",FALSE,1,NA,"2016-04-21 03:08:00",FALSE,NA,722985264004647936,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thought_InBflat",0,FALSE,FALSE,NA,NA,"04/21/16","03:08"
"1499",1499,"@HMikles I think you've spent more hours on the megabus than you have in the GRW this semester",FALSE,0,"HMikles","2016-04-21 03:05:00",FALSE,7.23e+17,722984586842659968,92655182,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sMARTguy726",0,FALSE,FALSE,NA,NA,"04/21/16","03:05"
"1500",1500,"Megabus to pull out of #Chattanooga https://t.co/t9cOzsQaQP https://t.co/7uIuHbQrkG",FALSE,0,NA,"2016-04-21 03:00:00",FALSE,NA,722983428879179008,NA,"<a href=""http://kinop1.ru/3/"" rel=""nofollow"">krutyak_4</a>","dobyxavysohy",0,FALSE,FALSE,NA,NA,"04/21/16","03:00"
"1501",1501,"@hehhehhyohyo Case in point: my @megabus ticket for 2morrow, NF-&gt;TO, $21.47 (w/tax&amp;fees), vs. $18.75 on @GOtransit, or $16.65 w/@PRESTOcard",FALSE,0,"ShaunCleaver","2016-04-21 03:00:00",FALSE,7.23e+17,722983237174198016,474428721,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ShaunCleaver",0,FALSE,FALSE,NA,NA,"04/21/16","03:00"
"1502",1502,"RT @lindsayfarah_: T minus 2 weeks til I tackle Grace to the megabus parking lot pavement",FALSE,0,NA,"2016-04-21 02:59:00",FALSE,NA,722983156169760000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kyla_Rose9",1,TRUE,FALSE,NA,NA,"04/21/16","02:59"
"1503",1503,"T minus 2 weeks til I tackle Grace to the megabus parking lot pavement",FALSE,4,NA,"2016-04-21 02:58:00",FALSE,NA,722982909037161984,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lindsayfarah_",1,FALSE,FALSE,NA,NA,"04/21/16","02:58"
"1504",1504,"@ANoelleJay I do apologize, please DM.",FALSE,0,"ANoelleJay","2016-04-21 02:51:00",FALSE,7.23e+17,722981011156508032,7.07e+17,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",1,FALSE,FALSE,NA,NA,"04/21/16","02:51"
"1505",1505,"@megabus I followed you do you have to follow me back? The message is not going through I have a medical emergency I cannot travel I called",FALSE,0,"megabus","2016-04-21 02:40:00",FALSE,7.23e+17,722978232233020928,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ANoelleJay",1,FALSE,FALSE,NA,NA,"04/21/16","02:40"
"1506",1506,"Megabus is like a mobile Florida.",FALSE,2,NA,"2016-04-21 02:34:00",FALSE,NA,722976865170791936,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ElkyDori",0,FALSE,FALSE,NA,NA,"04/21/16","02:34"
"1507",1507,"@megabus I followed please help",FALSE,0,"megabus","2016-04-21 02:25:00",FALSE,7.23e+17,722974507741360000,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ANoelleJay",0,FALSE,FALSE,NA,NA,"04/21/16","02:25"
"1508",1508,"turns out I am a genius for keeping ""Easy A"" on my phone's dropbox folder. #bestmovie #megabus",FALSE,1,NA,"2016-04-21 02:24:00",FALSE,NA,722974360252751104,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LydAlbano",0,FALSE,FALSE,NA,NA,"04/21/16","02:24"
"1509",1509,"@ANoelleJay Hello, please follow and DM for assistance.",FALSE,0,"ANoelleJay","2016-04-21 02:21:00",FALSE,7.23e+17,722973585372003968,7.07e+17,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",1,FALSE,FALSE,NA,NA,"04/21/16","02:21"
"1510",1510,"I liked a @YouTube video https://t.co/f85y5WwBhC Man chokes his chicken for up to three hours on Megabus trip in front of terrified",FALSE,0,NA,"2016-04-21 02:18:00",FALSE,NA,722972852174068992,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","ReawarTheGamer",0,FALSE,FALSE,NA,NA,"04/21/16","02:18"
"1511",1511,"@annialuise @megabus seriously , might as well drive now",FALSE,0,"annialuise","2016-04-21 02:15:00",FALSE,7.08e+17,722971872753651072,590954462,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KevinRashad4",0,FALSE,FALSE,NA,NA,"04/21/16","02:15"
"1512",1512,"Thanks to this girl I'm so much happier on megabus with this soft blanket’Ê_’_¥",FALSE,0,NA,"2016-04-21 02:12:00",FALSE,NA,722971160695049984,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KateHagerty",0,FALSE,FALSE,NA,NA,"04/21/16","02:12"
"1513",1513,"@RAscion Bruh megabus Promotional tour . In other news they actually did a sick minuture scrible Jam In the Ville a few weeks ago.",FALSE,1,"RAscion","2016-04-21 02:07:00",FALSE,7.23e+17,722969889690905856,21462522,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SAFARI_BLACK",0,FALSE,FALSE,NA,NA,"04/21/16","02:07"
"1514",1514,"@DonovanWoods Missed due to Megabus wouldn't start (after waiting 45 minutes at border check). Cool idea is to always take an earlier Mega",FALSE,0,"DonovanWoods","2016-04-21 01:54:00",FALSE,7.22e+17,722966603357244928,18673495,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sandy_mclennan",0,FALSE,FALSE,NA,NA,"04/21/16","01:54"
"1515",1515,"Megabus kicks so much ass. 4 separate trips for less than $16. That's absurd!",FALSE,0,NA,"2016-04-21 01:50:00",FALSE,NA,722965684439772928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CJ_Rare",0,FALSE,FALSE,NA,NA,"04/21/16","01:50"
"1516",1516,"5 and a half hours with @AndrewGlenh0lme on a megabus!! #hesstinkingthebusout",FALSE,0,NA,"2016-04-21 01:49:00",FALSE,NA,722965382634606080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jasonaylor",0,FALSE,FALSE,NA,NA,"04/21/16","01:49"
"1517",1517,"@megabus How far in advance do you let customers know if there is a bus stop change like a temporary bus stop?",FALSE,0,"megabus","2016-04-21 01:39:00",FALSE,NA,722963000349449984,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ange320",0,FALSE,FALSE,NA,NA,"04/21/16","01:39"
"1518",1518,"@megabus Please help I cannot find a phone number naywhere I just fractured my toe &amp; just bought tickets a couple hours ago its an emergency",FALSE,0,"megabus","2016-04-21 01:34:00",FALSE,NA,722961688077552896,30965315,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ANoelleJay",1,FALSE,FALSE,NA,NA,"04/21/16","01:34"
"1519",1519,"RT @justjoshcomedy: Lady on the megabus just woke up from a nightmare screaming. Who's gonna tell her she's still on a megabus #therealnigh‰Û_",FALSE,0,NA,"2016-04-21 01:33:00",FALSE,NA,722961378927996032,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sVlinkup90yL",1,TRUE,FALSE,NA,NA,"04/21/16","01:33"
"1520",1520,"High on the Megabus",FALSE,9,NA,"2016-04-21 01:17:00",FALSE,NA,722957521045078016,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","connman0",0,FALSE,FALSE,NA,NA,"04/21/16","01:17"
"1521",1521,"Lady on the megabus just woke up from a nightmare screaming. Who's gonna tell her she's still on a megabus #therealnightmare",FALSE,8,NA,"2016-04-21 01:12:00",FALSE,NA,722956235281075968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshJohnson",1,FALSE,FALSE,NA,NA,"04/21/16","01:12"
"1522",1522,"Bitches use to play me, now they ride me like the megabus",FALSE,0,NA,"2016-04-21 01:09:00",FALSE,NA,722955507443494144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UMBRELLAbentley",0,FALSE,FALSE,NA,NA,"04/21/16","01:09"
"1523",1523,"Discovering that the Megabus as basic as they are could actually save me a fair few å£å£å£ at the Euros.",FALSE,0,NA,"2016-04-21 01:09:00",FALSE,NA,722955494281875072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tom_OAFC",0,FALSE,FALSE,NA,NA,"04/21/16","01:09"
"1524",1524,"Megabus back to LA, tryna think of where to go tomorrow https://t.co/howcLzf5cD",FALSE,0,NA,"2016-04-21 00:56:00",FALSE,NA,722952013512707968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abchilen",0,FALSE,FALSE,NA,NA,"04/21/16","00:56"
"1525",1525,"RT @bobbyxlong: Me outside the megabus with no ride https://t.co/814lMOs1s0",FALSE,0,NA,"2016-04-21 00:52:00",FALSE,NA,722951041495515008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","natewesley365",2,TRUE,FALSE,NA,NA,"04/21/16","00:52"
"1526",1526,"RT @bobbyxlong: Me outside the megabus with no ride https://t.co/814lMOs1s0",FALSE,0,NA,"2016-04-21 00:51:00",FALSE,NA,722950804114526080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AssolBaNaycha",2,TRUE,FALSE,NA,NA,"04/21/16","00:51"
"1527",1527,"The Bolt Bus is the slightly poorer man's Megabus",FALSE,7,NA,"2016-04-21 00:34:00",FALSE,NA,722946619398695936,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohanComedy",0,FALSE,FALSE,NA,NA,"04/21/16","00:34"
"1528",1528,"I'm at MegaBus Stop (New York, NY) w/ 3 others https://t.co/ahJdH4Poeq",FALSE,0,NA,"2016-04-21 00:29:00",FALSE,NA,722945440241483008,NA,"<a href=""http://kucukbeyin.com/"" rel=""nofollow"">rtghjklutdtryfgk</a>","johnlgnd",0,FALSE,FALSE,NA,NA,"04/21/16","00:29"
"1529",1529,"RT @InternQueen: Gain experience in the #marketing field through this amazing #PAID ambassador opportunity with @megabus! https://t.co/sh2v‰Û_",FALSE,0,NA,"2016-04-21 00:22:00",FALSE,NA,722943464095267968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davebeaton5",2,TRUE,FALSE,NA,NA,"04/21/16","00:22"
"1530",1530,"A Megabus dilemma: Why only half a refund on a round-trip ticket? https://t.co/4RLEsJfCwZ",FALSE,0,NA,"2016-04-21 00:21:00",FALSE,NA,722943203670928896,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","BabelBin",0,FALSE,FALSE,NA,NA,"04/21/16","00:21"
"1531",1531,"this 5 hour journey homes ganna be so fucking draining ’Ê_’ü_ why did a think national express to leeds then megabus was a good idea",FALSE,0,NA,"2016-04-21 00:14:00",FALSE,NA,722941621789137920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neekdeep",0,FALSE,FALSE,NA,NA,"04/21/16","00:14"
"1532",1532,"still mad about that megabus ticket ’Ê_’_ã",FALSE,0,NA,"2016-04-21 00:04:00",FALSE,NA,722938939191873024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HicksFlair",0,FALSE,FALSE,NA,NA,"04/21/16","00:04"
"1533",1533,"RT @AkilahObviously: BREAKING: Bernie Sanders gets on bus (Megabus, not even a Greyhound) to prove how of the people he is. Memes abound.",FALSE,0,NA,"2016-04-20 23:56:00",FALSE,NA,722937098286668928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelloiamZZ",6,TRUE,FALSE,NA,NA,"04/20/16","23:56"
"1534",1534,"@hehhehhyohyo We've been through this before: @megabus usually more expensive but faster. Which is why I usually take it.",FALSE,0,"hehhehhyohyo","2016-04-20 23:50:00",FALSE,7.23e+17,722935548734742016,4086986122,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShaunCleaver",0,FALSE,FALSE,NA,NA,"04/20/16","23:50"
"1535",1535,"@TheClemReport well looks like you have to do ""Megabus takes the Tribeca Film Festival"" now. https://t.co/o0tkSY6TlW",FALSE,0,"TheClemReport","2016-04-20 23:38:00",FALSE,NA,722932493771521920,38726937,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mac_attackMMA",0,FALSE,FALSE,NA,NA,"04/20/16","23:38"
"1536",1536,"Apparently @FlyFrontier's social media strategy is to ignore their customerswhen they're tired of responding. Just like @megabus!",FALSE,1,NA,"2016-04-20 23:19:00",FALSE,NA,722927712625516032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_brittanyv",0,FALSE,FALSE,NA,NA,"04/20/16","23:19"
"1537",1537,"@d_yellowlees @MattDoesScience We're heroes, all of us. Damn what a fun night. I definitely had the best send-off of everyone on the Megabus",FALSE,0,"d_yellowlees","2016-04-20 23:16:00",FALSE,7.23e+17,722927020125110016,2663193724,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahbennetto",0,FALSE,FALSE,NA,NA,"04/20/16","23:16"
"1538",1538,"@KeenNina It was, wasn't it? So fun seeing you &amp;catching up. Thanks for coming :) And thanks for being part of my hilarious Megabus send-off",FALSE,1,"KeenNina","2016-04-20 23:15:00",FALSE,7.23e+17,722926719552856064,233726261,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahbennetto",0,FALSE,FALSE,NA,NA,"04/20/16","23:15"
"1539",1539,"@broadcity should do an ep where they're on the megabus or Chinese express and how crazy a trip it is. Like so much shit could happen",FALSE,1,"broadcity","2016-04-20 23:13:00",FALSE,NA,722926078684172032,112481670,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","0rdinaryTayl0r",0,FALSE,FALSE,NA,NA,"04/20/16","23:13"
"1540",1540,"god fucking bless, goodbye shitty megabus ’Ê_’ü_ https://t.co/V9kWNkF1NG",FALSE,0,NA,"2016-04-20 23:01:00",FALSE,NA,722923271361072896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","squishednoses",0,FALSE,FALSE,NA,NA,"04/20/16","23:01"
"1541",1541,"Me outside the megabus with no ride https://t.co/814lMOs1s0",FALSE,2,NA,"2016-04-20 22:43:00",FALSE,NA,722918720759148032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bobbyxlong",2,FALSE,FALSE,NA,NA,"04/20/16","22:43"
"1542",1542,"I'm also still super devastated that I lost my journal on MegaBus back in March (they couldn't find it). :( Haven't recovered from that!",FALSE,0,"DrivenByTatiana","2016-04-20 22:35:00",FALSE,7.23e+17,722916508582551040,272605657,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrivenByTatiana",0,FALSE,FALSE,NA,NA,"04/20/16","22:35"
"1543",1543,"@Ashton_Bands94 The things we do for bands! I'm up at 5, my megabus is at 6:05’Ê_’üÂ",FALSE,0,"Ashton_Bands94","2016-04-20 22:31:00",FALSE,7.23e+17,722915747324956032,1308278322,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Saf3tyPin",0,FALSE,FALSE,NA,NA,"04/20/16","22:31"
"1544",1544,"Well @megabus has terrible customer service assistant over the call center .",FALSE,2,NA,"2016-04-20 22:28:00",FALSE,NA,722914873362006016,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsEddynotEddie",0,FALSE,FALSE,NA,NA,"04/20/16","22:28"
"1545",1545,"How cute is @skylarastin from #pitchperfect out our cake pops celebrating #megabus anniversary‰Û_ https://t.co/8oxAJlQwwA",FALSE,0,NA,"2016-04-20 22:20:00",FALSE,NA,722912855423459072,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","nycakepops",0,FALSE,FALSE,NA,NA,"04/20/16","22:20"
"1546",1546,"Which motherfather just farted on this megabus? Omg, my head hurts. And why do Asians take off their shoes on public trans?",FALSE,0,NA,"2016-04-20 22:00:00",FALSE,NA,722907901744913920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","danielwyi",0,FALSE,FALSE,NA,NA,"04/20/16","22:00"
"1547",1547,"https://t.co/fZn4hocmdw Seriously. Megabus. Never again. #NEVER.",FALSE,0,NA,"2016-04-20 21:58:00",FALSE,NA,722907416002579968,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","asukasboy",0,FALSE,FALSE,NA,NA,"04/20/16","21:58"
"1548",1548,"Plane tickets for #TFNation purchased. I suspect the Megabus that was supposed to get us out of Birmingham last summer still hasn't arrived.",FALSE,1,NA,"2016-04-20 21:55:00",FALSE,NA,722906644917529856,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","asukasboy",0,FALSE,FALSE,NA,NA,"04/20/16","21:55"
"1549",1549,"MATE i'm getting a train home tomorrow instead of the megabus i am so fucking happy",FALSE,0,NA,"2016-04-20 21:52:00",FALSE,NA,722905869885710080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","squishednoses",0,FALSE,FALSE,NA,NA,"04/20/16","21:52"
"1550",1550,"Should I smoke weed in the bathroom of this megabus at 4:20?

Fav for yes, Retweet for definitely",FALSE,4,NA,"2016-04-20 21:45:00",FALSE,NA,722904020524792960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OSheaComputer",0,FALSE,FALSE,NA,NA,"04/20/16","21:45"
"1551",1551,"@Miss_Adaizy megabus? Its a million times better than greyhound.",FALSE,0,"Miss_Adaizy","2016-04-20 21:30:00",FALSE,7.23e+17,722900361548172928,134488594,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Shanpepe_",0,FALSE,FALSE,NA,NA,"04/20/16","21:30"
"1552",1552,"@curlsnmelanin_ I'm sending the megabus ticket lol. I'll take a million pics for u",FALSE,0,"curlsnmelanin_","2016-04-20 21:25:00",FALSE,7.23e+17,722898940568337920,954479220,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DapperDapo",0,FALSE,FALSE,NA,NA,"04/20/16","21:25"
"1553",1553,"@Mike_Gerrard @simonvarwell on that note - Simon, have you done the Edinburgh-London Megabus Gold sleeper? Any good?",FALSE,0,"Mike_Gerrard","2016-04-20 21:00:00",FALSE,7.23e+17,722892746365607040,35578833,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","matthewteller",0,FALSE,FALSE,NA,NA,"04/20/16","21:00"
"1554",1554,"I don't remember the last time I had a smooth trip with the megabus.",FALSE,0,NA,"2016-04-20 20:56:00",FALSE,NA,722891780908126080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bobbyxlong",0,FALSE,FALSE,NA,NA,"04/20/16","20:56"
"1555",1555,"The Icon Food Daily is out! https://t.co/puOztY2lv8 Stories via @CanadianGrocer @lizcastoro @megabus",FALSE,0,NA,"2016-04-20 20:54:00",FALSE,NA,722891154413326080,NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","IconFoodMktg",0,FALSE,FALSE,NA,NA,"04/20/16","20:54"
"1556",1556,"#NowPlaying Lighthouse by Lucy Spraggan @lspraggan making this 8 hour megabus journey so much easier ’Ê_’__ ‰ªÇ https://t.co/rkpPZyHi4h",FALSE,0,NA,"2016-04-20 20:53:00",FALSE,NA,722890872891657984,NA,"<a href=""http://spotify.com"" rel=""nofollow"">Spotify</a>","leelee_981",0,FALSE,FALSE,NA,NA,"04/20/16","20:53"
"1557",1557,"how i think i look on megabus vs how i really look on megabus https://t.co/DO3fkblY6b",FALSE,3,NA,"2016-04-20 20:30:00",FALSE,NA,722885260707376896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juanny_depp",0,FALSE,FALSE,NA,NA,"04/20/16","20:30"
"1558",1558,"@megabus is terrible. Consistently providing the worst customer service experiences ever. #megabus",FALSE,0,"megabus","2016-04-20 20:21:00",FALSE,NA,722882949700411008,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OfficialKadeem",0,FALSE,FALSE,NA,NA,"04/20/16","20:21"
"1559",1559,"Not privy to exact reasons #CHA doesn't want to deal w @megabus, but it seems like yet another way the city disenfranchises the poor.",FALSE,1,NA,"2016-04-20 20:07:00",FALSE,NA,722879384298892928,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","emmieodea",1,FALSE,FALSE,NA,NA,"04/20/16","20:07"
"1560",1560,"I was focused on #bernie and Trump actually might do this...I don't know what to do except get on a Megabus to Aberdeen.............",FALSE,1,NA,"2016-04-20 20:06:00",FALSE,NA,722879059638775040,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","bifkinpie",0,FALSE,FALSE,NA,NA,"04/20/16","20:06"
"1561",1561,"The Megabus Is Hot",FALSE,2,NA,"2016-04-20 19:58:00",FALSE,NA,722877032837680896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FRXXK",0,FALSE,FALSE,NA,NA,"04/20/16","19:58"
"1562",1562,"Oh boy sad I missed this big celebration ’Ê_’üÒ  https://t.co/ulxxwryRvv",FALSE,0,NA,"2016-04-20 19:57:00",FALSE,NA,722876978806800000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Angelasoldonuts",0,FALSE,FALSE,NA,NA,"04/20/16","19:57"
"1563",1563,"RT @AkilahObviously: BREAKING: Bernie Sanders gets on bus (Megabus, not even a Greyhound) to prove how of the people he is. Memes abound.",FALSE,0,NA,"2016-04-20 19:53:00",FALSE,NA,722875791588072960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LegalContraband",6,TRUE,FALSE,NA,NA,"04/20/16","19:53"
"1564",1564,"@cinbinbains Gotta believe our guys are at a disadvantage if they're taking the MegaBus to huge road games.",FALSE,2,"cinbinbains","2016-04-20 19:48:00",FALSE,7.23e+17,722874579618761984,1961192569,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OhVarsity",0,FALSE,FALSE,NA,NA,"04/20/16","19:48"
"1565",1565,".@Megabus Your service has been extremely helpful for tons of friends, but can you please work out the WiFi situation?",FALSE,1,NA,"2016-04-20 19:37:00",FALSE,NA,722871710345596032,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MishMatheus",0,FALSE,FALSE,NA,NA,"04/20/16","19:37"
"1566",1566,"@nycakepops Our customers enjoyed eating them.  They were just as tasty as they look.  Thanks for joining in the celebration!",FALSE,0,"nycakepops","2016-04-20 19:24:00",FALSE,7.23e+17,722868584410692992,213944218,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/20/16","19:24"
"1567",1567,"RT @hehhehhyohyo: @ShaunCleaver If you're not carrying a bike, it's always better to ride the casino bus or megabus. Cheaper and fewer stop‰Û_",FALSE,0,NA,"2016-04-20 19:24:00",FALSE,NA,722868506019151104,NA,"<a href=""http://www.topeventretweets.com"" rel=""nofollow"">Top Event Retweets</a>","GamblingBob",1,TRUE,FALSE,NA,NA,"04/20/16","19:24"
"1568",1568,"And I won SCHOOL OF ROCK tickets... Literally stuck on a megabus. Fuck today. I should have stayed.",FALSE,6,NA,"2016-04-20 19:21:00",FALSE,NA,722867909207399936,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jimmy_ferko",0,FALSE,FALSE,NA,NA,"04/20/16","19:21"
